u,rho,P,T,h,gamma,mu,k
141744.966442953,193,13056783.5894624,240.466498606696,209396.694885764,1.86083056307057,1.96001087821367e-05,0.0317822442796443
141744.966442953,198.5,13553470.4803353,241.727440707829,210024.414706607,1.88271861682181,1.98610078310789e-05,0.032252265897551
141744.966442953,204,14061354.696023,242.984055841699,210673.175737183,1.90506586659308,2.01254383771116e-05,0.0327267619257057
141744.966442953,209.5,14580868.0458182,244.236506497316,211343.381936119,1.9278681170976,2.03934553241685e-05,0.0332057291739014
141744.966442953,215,15112454.0341838,245.484945425171,212035.450322878,1.95112076288761,2.06651211080609e-05,0.0336890756886184
141744.966442953,220.5,15656568.1911189,246.729515759566,212749.810847121,1.97481877572782,2.09405062588106e-05,0.0341765698676652
141744.966442953,226,16213678.3990197,247.970351141959,213486.906261624,1.99895669624709,2.12196898875756e-05,0.034667736296455
141744.966442953,231.5,16784265.2169866,249.207575844414,214247.19200229,2.02352863003308,2.1502760088419e-05,0.0351616063505742
141744.966442953,237,17368822.2036715,250.441304891991,215031.136078698,2.04852824819485,2.17898142460754e-05,0.0356559528162309
141744.966442953,242.5,17967856.2398586,251.671644182671,215839.218978452,2.07394879226235,2.20809592419714e-05,0.0361433510274623
141744.966442953,248,18581887.85202,252.898690603248,216671.933588195,2.0997830831242,2.23763115520579e-05,0.036612660465284
141744.966442953,253.5,19211451.5380741,254.122532139483,217529.785133581,2.12602353353202,2.26759972314813e-05,0.0371556195098327
141744.966442953,259,19857096.0964796,255.343247978753,218413.291139785,2.1526621635288,2.29801517827553e-05,0.0377059755007195
