Time,QuatW,QuatX,QuatY,QuatZ,PosX,PosY,PosZ,VelX,VelY,VelZ,AngRateX,AngRateY,AngRateZ,MassLox,MassFuel,GimbalTheta,GimbalPhi,ThrustMag,RollCmd
0,1,0,2.48595568939739e-13,0,1.5934461614007e-14,0,3.01619495691948e-14,2.41680216425463e-14,0,-4.62248606403867e-09,0,2.44256964896657e-14,0,-5.70592705856104e-17,-5.70599547472776e-17,0,-0.000468326155631184,12.5311163768585,0
0.234267044415504,0.999999951183492,0,0.00031246492929415,0,-9.8215418050467e-05,0,0.000737489663990359,-0.000598676866447047,0,0.00629616904371041,0,0.00533517951269837,0,2.20320552954208e-15,2.20320293926928e-15,0,-6.08185462571124e-05,12.4963560910733,0
0.468534088831008,0.999999521898704,0,0.000977857973803311,0,2.8927095817363e-05,0,0.00220173364989219,0.00219338475932347,0,0.00620379505062479,0,0.00602608707382867,0,1.81200704379922e-15,1.81200482104625e-15,0,0.000213848865633164,12.4967379449624,0
0.702801133246512,0.999998812006399,0,0.00154142415567564,0,0.00124008720404837,0,0.00365178576642733,0.00857793204194812,0,0.00617443767099377,0,0.00359658020139217,0,-8.43986290168782e-16,-8.4399281534399e-16,0,0.000387078379118869,12.4967233189144,0
0.937068177662017,0.999998546287531,0,0.00170515094060433,0,0.00423531095251783,0,0.00509375334476985,0.0171183837870049,0,0.00613548744952056,0,-0.000800935623720014,0,-5.6170715648307e-15,-5.61709748159865e-15,0,0.000478447491828378,12.4967417695843,0
1.17133522207752,0.999999164387265,0,0.00129298604466664,0,0.00924610855093981,0,0.00652694086155048,0.0253446976972586,0,0.00610101535522578,0,-0.00623646989275777,0,-1.17884474036987e-14,-1.17885959244129e-14,0,0.000500118736650126,12.4965974607109,0
1.40560226649302,0.999999974393412,0,0.000229722031217325,0,0.0158527049837968,0,0.00794995501734259,0.0302439330103027,0,0.00604916736793342,0,-0.0119181264572445,0,-1.50711339883063e-14,-1.50711887948354e-14,0,0.000459818022345961,12.4963791751894,0
1.63986931090853,0.999998917682594,0,-0.00147223311049688,0,0.0229073092232937,0,0.0093569046545509,0.0286808431365509,0,0.00596121513927757,0,-0.0171418347549235,0,-4.08552114093792e-15,-4.08578654143882e-15,0,0.000363318836590746,12.4958519263898,0
1.87413635532403,0.999993075882708,0,-0.00372183326404834,0,0.0285503709107539,0,0.010729671566158,0.0177744296673149,0,0.00575014184811739,0,-0.0212690793446008,0,3.87543902837972e-14,3.87544031102207e-14,0,0.000216674690042288,12.4929255469526,0
2.10840339973954,0.999979794502026,0,-0.00635724225880403,0,0.0303116094902383,0,0.0119813303777874,-0.00475373986316587,0,0.00491594814727771,0,-0.023729859420545,0,1.24224263582709e-13,1.2422425104154e-13,0,2.90519544656489e-05,12.5148305317058,0
2.34267044415504,0.999958083711582,0,-0.00915606936329824,0,0.0252803325955381,0,0.0134912035390336,-0.0403434416252598,0,0.00794144767727251,0,-0.0240603327670271,0,2.05510444907784e-13,2.05510436589894e-13,0,-0.000193476864042153,13.1149381678143,0
2.57693748857054,0.999929915997958,0,-0.0118390867676216,0,0.0100883702864329,0,0.0285958898687373,-0.0915076102899961,0,0.120964240057,0,-0.021753668141023,0,2.62487910999822e-13,2.62487902615219e-13,0,-0.000477539780648427,14.8336903297413,0
