Time,QuatW,QuatX,QuatY,QuatZ,PosX,PosY,PosZ,VelX,VelY,VelZ,AngRateX,AngRateY,AngRateZ,MassLox,MassFuel,GimbalTheta,GimbalPhi,ThrustMag,RollCmd
0,1,1.04953324456733e-14,-9.99611075678783e-14,1.73363168726609e-12,-4.16980917379384e-15,1.11150047483943e-15,8.4435039479535e-14,-5.23806265366525e-15,8.65313088121708e-16,5.07172117997816e-13,4.35332637879788e-15,-2.09619103162527e-14,4.01169859608597e-12,20.7800000000002,19.7900000000002,-1.81928565135764e-05,-0.000797279580841278,2031.77004693356,-0.00790806685458058
0.176117404721644,0.999999996046083,2.02734931002051e-06,8.88525499851908e-05,-3.00130191464027e-06,-0.000132886639111424,3.03243022178824e-06,0.021099331048854,-0.00145108221643622,3.31147944007214e-05,0.239953061265388,4.60420410755621e-05,0.00201803040239172,-6.8167159314132e-05,20.6834385942084,19.6934385942018,-7.07829908765248e-05,-0.000666839241563722,2025.79982064484,-0.0067278308742797
0.352234809443288,0.99999994181339,1.39454608907969e-05,0.000340655039534623,-1.15585601314676e-05,-0.000448219267533639,1.94747300047669e-05,0.0841330830014722,-0.00196521857998503,0.000145829163914538,0.476208535411811,0.000224635641111691,0.00370093971278144,-0.000126166578787596,20.587160927932,19.5971609279185,-0.000102730577837399,-0.00052002160698871,2018.25821377466,-0.00493837859147301
0.528352214164932,0.999999736505878,4.509544928198e-05,0.00072412315938133,-2.45493542284643e-05,-0.00072578142062269,5.51283790294436e-05,0.188314558893848,-0.00093642825090496,0.00023874398713885,0.707227105118389,0.000482836972434041,0.00500844178727912,-0.000168743721666914,20.4912416822197,19.5012416821991,-0.000116264932263323,-0.000360818968795051,2009.59312624833,-0.00284068267749423
0.704469618886576,0.999999268208779,0.000100423263323472,0.0012049320389529,-4.0506833407169e-05,-0.000651135459804537,9.60453882381162e-05,0.332623583970945,0.00209731501501986,0.000189906546566528,0.931896846300724,0.000773761262953313,0.00591177001274723,-0.000193237638899646,20.395734251338,19.4057342513102,-0.000113675059579512,-0.000193006486702692,1999.84027194847,-0.000598967642777873
0.88058702360822,0.999998456493542,0.000181022455323695,0.00174668502476,-5.77948752214966e-05,0.000158161340243412,0.000106071742764628,0.515846710853155,0.0074449994434398,-0.000128348616776236,1.1491349330206,0.00105678750406083,0.00639264093494829,-0.000198402779700899,20.3006903322243,19.3106903321891,-9.73005150082678e-05,-2.02309748589005e-05,1989.01726804976,0.00169139796496026
1.05670442832986,0.999997284436666,0.000284692240733104,0.0023118170466608,-7.47043751159504e-05,0.00212510600675822,2.7150257185183e-05,0.736580851808057,0.0152575986851854,-0.000834924017072241,1.35787072785275,0.00129770232782821,0.00644280299472693,-0.000183815731775144,20.2061607845464,19.2161607845035,-6.95134397204307e-05,0.000153998955658342,1977.07368761462,0.00396916710585572
1.23282183305151,0.999995816538425,0.000406504338598562,0.00286245662162969,-8.95104877451729e-05,0.00568528171562482,-0.000218043585042885,0.993229660378647,0.0255271282275321,-0.00202795082753221,1.55698031563732,0.00146875627371427,0.00606354739474157,-0.000149581251399826,20.1121988645502,19.1221988644996,-3.27032902850592e-05,0.000326282868015342,1963.79210206047,0.00618935396269954
1.40893923777315,0.999994200471062,0.00053937200627573,0.00336125135199207,-0.000100511380702286,0.0112589946692383,-0.000721561164833705,1.28397986006505,0.0380887356654165,-0.00377516710809946,1.74512419168676,0.00154865769535344,0.00526536866555853,-9.61922076615016e-05,20.0188681619396,19.028868161881,1.07260252775945e-05,0.000493277937753563,1948.82073963781,0.00831401007597784
1.5850566424948,0.999992652152319,0.00067461892773244,0.00377217384411891,-0.000106059123482701,0.0192240656064631,-0.00158415139270802,1.60675170247254,0.0526260518059512,-0.00610663413427693,1.92061577546617,0.00152257598808311,0.00406786149199275,-2.44690288112721e-05,19.9262489846362,18.9362489845694,5.83688133366143e-05,0.000651732822137991,1931.88775473599,0.0103074612447201
1.76117404721644,0.999991425342302,0.000802547091150785,0.00406131012580254,-0.00010458813818045,0.0298900460082764,-0.00290818579108397,1.95914461719448,0.0686820603341516,-0.00901016036092064,2.0814983455406,0.00138211641632452,0.00249942951175765,6.44597879902708e-05,19.8344345602295,18.8444345601545,0.000107872110852678,0.000798647378734486,1913.03877057334,0.0121338850143506
